employee_number,age,tenure,turnover,hourly_rate,hours_weekly,compensation_type,job_role_area,gender,marital_status,num_companies_previously_worked,annual_professonal_dev_hrs,pay_check_method,text_message_optin,annual_salary,driving_commuter_distance,commute_distance_category
2434,51,17,Yes,86.28,40,Salary,Sales,Female,Married,8,15.0,Direct Deposit,Yes,179254.4,27.0,"(0.051, 95.9]"
2435,48,14,No,47.36,40,Salary,Manufacturing,Male,Divorced,2,7.0,Mailed Check,Yes,98508.8,42.0,"(0.051, 95.9]"
2436,55,12,No,77.87,40,Salary,Healthcare,Female,Divorced,4,14.0,Direct Deposit,Yes,163369.6,87.0,"(0.051, 95.9]"
2437,39,6,Yes,61.33,40,Salary,Human Resources,Female,Divorced,5,14.0,Mailed Check,Yes,127275.2,250.0,"(190.8, 285.7]"
2438,41,9,Yes,40.53,40,Salary,Laboratory,Male,Single,2,22.0,Mailed Check,Yes,84302.4,68.0,"(0.051, 95.9]"
2439,46,16,No,34.72,40,Salary,Healthcare,Female,Married,7,13.0,Mailed Check,Yes,72217.6,62.0,"(0.051, 95.9]"
2440,57,18,No,32.77,40,Salary,Manufacturing,Female,Married,2,6.0,Mailed Check,Yes,68161.6,56.0,"(0.051, 95.9]"
2441,37,1,Yes,67.02,40,Salary,Sales,Female,Married,4,25.0,Mailed Check,Yes,139401.6,53.0,"(0.051, 95.9]"
2442,38,2,Yes,29.72,40,Salary,Sales,Female,Married,4,25.0,Mailed Check,Yes,62817.6,63.0,"(0.051, 95.9]"
2443,43,7,Yes,35.06,40,Salary,Laboratory,Male,Married,5,7.0,Direct Deposit,Yes,72924.8,42.0,"(0.051, 95.9]"
2444,28,5,No,25.08,40,Salary,Sales,Female,Divorced,2,15.0,Mailed Check,Yes,52166.4,72.0,"(0.051, 95.9]"
2445,47,6,Yes,44.82,40,Salary,Manufacturing,Female,Divorced,1,23.0,Mailed Check,Yes,93225.6,7.0,"(0.051, 95.9]"
2446,32,1,Yes,25.1,40,Salary,Manufacturing,Female,Divorced,3,21.0,Mailed Check,Yes,52208.0,39.0,"(0.051, 95.9]"
2447,53,18,No,50.91,40,Salary,Healthcare,Female,Divorced,4,15.0,Direct Deposit,Yes,105892.8,54.0,"(0.051, 95.9]"
2448,37,5,Yes,49.24,40,Salary,Human Resources,Female,Married,6,21.0,Mailed Check,Yes,102433.2,66.0,"(0.051, 95.9]"
2449,41,1,No,33.97,40,Salary,Research,Female,Divorced,1,17.0,Direct Deposit,Yes,41537.6,61.0,"(0.051, 95.9]"
2450,43,3,No,55.43,40,Salary,Manufacturing,Male,Divorced,6,25.0,Mailed Check,Yes,115294.4,52.0,"(0.051, 95.9]"
2451,37,9,No,28.16,40,Salary,Laboratory,Female,Married,6,18.0,Mailed Check,Yes,58572.8,53.0,"(0.051, 95.9]"
2452,21,1,Yes,21.53,40,Salary,Research,Male,Married,3,18.0,Direct Deposit,Yes,3782.4,49.0,"(0.051, 95.9]"
2453,38,3,No,52.01,40,Salary,Sales,Female,Single,1,17.0,Mailed Check,Yes,108280.8,1.0,"(0.051, 95.9]"
2454,36,2,Yes,30.5,40,Salary,Marketing,Male,Single,3,6.0,Direct Deposit,Yes,63440.0,71.0,"(0.051, 95.9]"
2455,48,15,No,83.84,40,Salary,Information Technology,Prefer Not to Answer,Divorced,5,21.0,Mailed Check,Yes,174387.2,21.0,"(0.051, 95.9]"
2456,40,5,No,39.24,40,Salary,Research,Male,Married,5,15.0,Direct Deposit,Yes,81633.2,44.0,"(0.051, 95.9]"
2457,49,15,No,69.28,40,Salary,Healthcare,Male,Divorced,8,15.0,Direct Deposit,Yes,143894.4,73.0,"(0.051, 95.9]"
2458,45,6,Yes,53.34,40,Salary,Laboratory,Female,Single,4,15.0,Direct Deposit,Yes,110947.2,72.0,"(0.051, 95.9]"
2459,48,16,Yes,71.24,40,Salary,Sales,Female,Married,9,21.0,Mailed Check,Yes,148179.2,47.0,"(0.051, 95.9]"
2460,42,6,No,51.29,40,Salary,Sales,Male,Divorced,4,10.0,Mailed Check,Yes,106683.2,2.0,"(0.051, 95.9]"
2461,57,18,No,53.1,40,Salary,Sales,Female,Single,3,8.0,Mailed Check,Yes,110448.0,26.0,"(0.051, 95.9]"
2462,52,12,No,48.38,40,Salary,Sales,Female,Married,7,11.0,Direct Deposit,Yes,100630.4,56.0,"(0.051, 95.9]"
2463,48,11,No,88.92,40,Salary,Research,Female,Married,3,15.0,Direct Deposit,Yes,284953.6,42.0,"(0.051, 95.9]"
2464,42,3,Yes,41.03,40,Salary,Research,Male,Single,8,17.0,Direct Deposit,Yes,85342.4,10.0,"(0.051, 95.9]"
2465,60,13,Yes,83.52,40,Salary,Healthcare,Male,Married,1,11.0,Mailed Check,Yes,173721.6,44.0,"(0.051, 95.9]"
2466,42,5,No,87.14,40,Salary,Information Technology,Female,Married,4,15.0,Mailed Check,Yes,281251.2,42.0,"(0.051, 95.9]"
2467,38,1,Yes,50.53,40,Salary,Healthcare,Male,Divorced,3,15.0,Mailed Check,Yes,105102.4,89.0,"(0.051, 95.9]"
2468,42,2,Yes,73.76,40,Salary,Sales,Female,Single,9,15.0,Mailed Check,Yes,153420.8,22.0,"(0.051, 95.9]"
2469,41,6,Yes,64.84,40,Salary,Research,Female,Single,9,18.0,Mailed Check,Yes,134867.2,70.0,"(0.051, 95.9]"
2470,44,20,No,79.34,40,Salary,Manufacturing,Female,Married,2,11.0,Mailed Check,Yes,165027.2,43.0,"(0.051, 95.9]"
2471,56,10,No,65.46,40,Salary,Sales,Male,Married,5,15.0,Mailed Check,Yes,136156.8,42.0,"(0.051, 95.9]"
2472,33,4,No,23.38,40,Salary,Research,Female,Married,4,15.0,Mailed Check,Yes,48630.4,1.0,"(0.051, 95.9]"
2473,46,13,No,79.81,40,Salary,Manufacturing,Female,Divorced,9,15.0,Direct Deposit,Yes,166004.8,50.0,"(0.051, 95.9]"
2474,56,5,No,81.42,40,Salary,Research,Female,Married,7,21.0,Mailed Check,Yes,169353.6,42.0,"(0.051, 95.9]"
2475,37,2,No,70.75,40,Salary,Laboratory,Female,Single,6,19.0,Mailed Check,Yes,147160.0,43.0,"(0.051, 95.9]"
2476,56,7,No,64.12,40,Salary,Marketing,Male,Single,2,25.0,Direct Deposit,Yes,133369.6,73.0,"(0.051, 95.9]"
2477,55,18,No,84.02,40,Salary,Healthcare,Female,Divorced,2,23.0,Mailed Check,Yes,174761.6,39.0,"(0.051, 95.9]"
2478,54,7,Yes,92.98,40,Salary,Research,Female,Divorced,9,21.0,Mailed Check,Yes,333398.4,40.0,"(0.051, 95.9]"
2479,22,1,Yes,17.92,40,Salary,Laboratory,Female,Single,2,10.0,Direct Deposit,Yes,37273.6,24.0,"(0.051, 95.9]"
2480,24,1,No,17.64,40,Salary,Research,Female,Married,3,17.0,Mailed Check,Yes,36691.2,250.0,"(190.8, 285.7]"
2481,45,8,Yes,92.82,40,Salary,Research,Female,Married,7,23.0,Direct Deposit,Yes,333065.6,30.0,"(0.051, 95.9]"
2482,32,9,Yes,29.15,40,Salary,Manufacturing,Female,Married,1,6.0,Mailed Check,Yes,58481.6,23.0,"(0.051, 95.9]"
2483,35,1,No,22.97,40,Salary,Healthcare,Male,Married,1,15.0,Mailed Check,Yes,47777.6,61.0,"(0.051, 95.9]"
2484,40,5,Yes,41.62,40,Salary,Laboratory,Male,Single,5,5.0,Mailed Check,Yes,86569.6,250.0,"(190.8, 285.7]"
2485,54,5,No,36.74,40,Salary,Manufacturing,Female,Divorced,6,23.0,Mailed Check,Yes,76433.2,250.0,"(190.8, 285.7]"
2486,55,19,No,70.11,40,Salary,Laboratory,Female,Single,4,8.0,Mailed Check,Yes,145828.8,48.0,"(0.051, 95.9]"
2487,44,6,Yes,31.53,40,Salary,Marketing,Female,Divorced,9,15.0,Direct Deposit,Yes,65582.4,57.0,"(0.051, 95.9]"
2488,37,2,No,94.05,40,Salary,Laboratory,Male,Divorced,5,17.0,Mailed Check,Yes,335624.0,64.0,"(0.051, 95.9]"
2489,36,3,Yes,34.6,40,Salary,Marketing,Female,Married,3,15.0,Mailed Check,Yes,73368.0,52.0,"(0.051, 95.9]"
2490,22,1,Yes,20.07,40,Salary,Research,Female,Married,1,12.0,Mailed Check,Yes,41745.6,32.0,"(0.051, 95.9]"
2491,46,8,Yes,87.28,40,Salary,Sales,Female,Married,3,17.0,Mailed Check,Yes,281334.4,250.0,"(190.8, 285.7]"
2492,39,8,Yes,68.09,40,Salary,Human Resources,Female,Divorced,3,24.0,Mailed Check,Yes,141627.2,65.0,"(0.051, 95.9]"
2493,35,5,Yes,30.99,40,Salary,Research,Female,Single,5,21.0,Mailed Check,Yes,64459.2,250.0,"(190.8, 285.7]"
2494,49,17,No,60.34,40,Salary,Healthcare,Female,Single,9,12.0,Mailed Check,Yes,125507.2,42.0,"(0.051, 95.9]"
2495,39,2,Yes,30.02,40,Salary,Research,Female,Married,4,14.0,Mailed Check,Yes,62441.6,53.0,"(0.051, 95.9]"
2496,26,3,No,21.58,40,Salary,Healthcare,Female,Married,3,14.0,Mailed Check,Yes,44886.4,36.0,"(0.051, 95.9]"
2497,32,2,No,22.77,40,Salary,Laboratory,Female,Single,3,9.0,Mailed Check,Yes,47361.6,250.0,"(190.8, 285.7]"
2498,40,2,Yes,74.99,40,Salary,Laboratory,Female,Divorced,5,14.0,Direct Deposit,Yes,155979.2,250.0,"(190.8, 285.7]"
2499,37,1,No,26.82,40,Salary,Marketing,Female,Single,2,25.0,Mailed Check,Yes,55785.6,13.0,"(0.051, 95.9]"
2500,24,1,Yes,21.52,40,Salary,Manufacturing,Male,Married,2,12.0,Mailed Check,Yes,44761.6,44.0,"(0.051, 95.9]"
2501,30,6,Yes,24.36,40,Salary,Healthcare,Male,Married,2,19.0,Mailed Check,Yes,50668.8,69.0,"(0.051, 95.9]"
2502,34,1,No,25.48,40,Salary,Information Technology,Male,Married,3,24.0,Mailed Check,Yes,52998.4,42.0,"(0.051, 95.9]"
2503,46,11,Yes,50.87,40,Salary,Manufacturing,Male,Married,4,15.0,Mailed Check,Yes,105809.6,39.0,"(0.051, 95.9]"
2504,49,9,Yes,95.59,40,Salary,Sales,Female,Divorced,4,15.0,Mailed Check,Yes,338827.2,60.0,"(0.051, 95.9]"
2505,37,1,Yes,30.36,40,Salary,Research,Female,Divorced,1,19.0,Mailed Check,Yes,63148.8,42.0,"(0.051, 95.9]"
2506,45,8,Yes,62.46,40,Salary,Marketing,Male,Single,8,15.0,Direct Deposit,Yes,129916.8,71.0,"(0.051, 95.9]"
2507,21,1,Yes,22.71,40,Salary,Research,Female,Married,1,15.0,Mailed Check,Yes,47236.8,42.0,"(0.051, 95.9]"
2508,58,14,Yes,74.31,40,Salary,Manufacturing,Male,Divorced,8,11.0,Mailed Check,Yes,154564.8,56.0,"(0.051, 95.9]"
2509,38,7,No,56.87,40,Salary,Research,Female,Married,3,11.0,Mailed Check,Yes,128289.6,42.0,"(0.051, 95.9]"
2510,50,18,Yes,60.84,40,Salary,Manufacturing,Male,Married,2,15.0,Mailed Check,Yes,126547.2,38.0,"(0.051, 95.9]"
2511,59,6,Yes,74.17,40,Salary,Sales,Female,Married,6,15.0,Mailed Check,Yes,154273.6,42.0,"(0.051, 95.9]"
2512,59,15,No,84.65,40,Salary,Marketing,Female,Divorced,8,24.0,Mailed Check,Yes,176072.0,25.0,"(0.051, 95.9]"
2513,38,1,No,45.85,40,Salary,Research,Female,Single,5,15.0,Mailed Check,Yes,95368.0,89.0,"(0.051, 95.9]"
2514,43,7,Yes,33.15,40,Salary,Healthcare,Female,Married,8,25.0,Direct Deposit,Yes,68952.0,10.0,"(0.051, 95.9]"
2515,51,13,No,31.9,40,Salary,Marketing,Female,Single,1,8.0,Mailed Check,Yes,66352.0,10.0,"(0.051, 95.9]"
2516,47,13,Yes,84.93,40,Salary,Manufacturing,Female,Single,3,23.0,Mailed Check,Yes,176654.4,52.0,"(0.051, 95.9]"
2517,52,5,No,41.4,40,Salary,Research,Male,Married,7,6.0,Mailed Check,Yes,86112.0,71.0,"(0.051, 95.9]"
2518,49,10,Yes,41.23,40,Salary,Human Resources,Male,Single,7,12.0,Direct Deposit,Yes,85758.4,89.0,"(0.051, 95.9]"
2519,39,4,No,58.11,40,Salary,Research,Female,Divorced,3,23.0,Mailed Check,Yes,120868.8,83.0,"(0.051, 95.9]"
2520,49,14,Yes,59.23,40,Salary,Human Resources,Male,Divorced,4,24.0,Mailed Check,Yes,123338.4,29.0,"(0.051, 95.9]"
2521,43,4,No,33.81,40,Salary,Marketing,Female,Married,5,9.0,Mailed Check,Yes,41204.8,86.0,"(0.051, 95.9]"
2522,49,10,No,31.25,40,Salary,Manufacturing,Male,Single,1,15.0,Mailed Check,Yes,65000.0,11.0,"(0.051, 95.9]"
2523,53,7,Yes,92.04,40,Salary,Research,Female,Married,8,24.0,Direct Deposit,Yes,331443.2,65.0,"(0.051, 95.9]"
2524,48,18,No,51.2,40,Salary,Marketing,Male,Single,4,15.0,Direct Deposit,Yes,106496.0,16.0,"(0.051, 95.9]"
2525,41,5,Yes,49.08,40,Salary,Sales,Male,Single,1,16.0,Mailed Check,Yes,102086.4,35.0,"(0.051, 95.9]"
2526,38,9,Yes,30.83,40,Salary,Research,Female,Divorced,1,17.0,Mailed Check,Yes,64126.4,42.0,"(0.051, 95.9]"
2527,58,11,No,32.73,40,Salary,Sales,Female,Married,8,19.0,Mailed Check,Yes,68078.4,15.0,"(0.051, 95.9]"
2528,53,17,No,41.35,40,Salary,Human Resources,Male,Divorced,9,11.0,Direct Deposit,Yes,86008.0,42.0,"(0.051, 95.9]"
2529,50,9,Yes,84.38,40,Salary,Manufacturing,Female,Divorced,3,19.0,Mailed Check,Yes,175510.4,42.0,"(0.051, 95.9]"
2530,22,1,Yes,21.8,40,Salary,Manufacturing,Male,Married,3,15.0,Direct Deposit,Yes,45344.0,14.0,"(0.051, 95.9]"
2531,48,8,No,43.56,40,Salary,Information Technology,Female,Divorced,4,21.0,Mailed Check,Yes,90604.8,54.0,"(0.051, 95.9]"
2532,37,8,Yes,29.28,40,Salary,Human Resources,Female,Married,1,19.0,Mailed Check,Yes,60902.4,58.0,"(0.051, 95.9]"
2533,43,3,Yes,74.12,40,Salary,Human Resources,Male,Single,9,13.0,Direct Deposit,Yes,154169.6,250.0,"(190.8, 285.7]"
2534,58,8,Yes,39.17,40,Salary,Healthcare,Male,Married,3,15.0,Direct Deposit,Yes,81473.6,52.0,"(0.051, 95.9]"
2535,37,8,Yes,50.98,40,Salary,Research,Female,Single,5,25.0,Mailed Check,Yes,106038.4,2.0,"(0.051, 95.9]"
2536,39,4,No,30.11,40,Salary,Information Technology,Female,Single,3,15.0,Mailed Check,Yes,62628.8,42.0,"(0.051, 95.9]"
2537,37,2,Yes,37.26,40,Salary,Research,Female,Married,6,15.0,Direct Deposit,Yes,77500.8,42.0,"(0.051, 95.9]"
2538,36,7,Yes,28.52,40,Salary,Sales,Female,Married,6,16.0,Direct Deposit,Yes,59321.6,46.0,"(0.051, 95.9]"
2539,31,9,Yes,24.98,40,Salary,Sales,Female,Divorced,2,16.0,Mailed Check,Yes,53358.4,58.0,"(0.051, 95.9]"
2540,28,6,No,22.73,40,Salary,Laboratory,Female,Single,1,22.0,Direct Deposit,Yes,47278.4,87.0,"(0.051, 95.9]"
2541,33,9,No,23.76,40,Salary,Human Resources,Female,Divorced,3,10.0,Direct Deposit,Yes,49420.8,10.0,"(0.051, 95.9]"
2542,46,14,Yes,64.26,40,Salary,Information Technology,Female,Single,6,17.0,Mailed Check,Yes,133660.8,42.0,"(0.051, 95.9]"
2543,54,12,No,48.09,40,Salary,Sales,Male,Single,5,20.0,Mailed Check,Yes,100027.2,46.0,"(0.051, 95.9]"
2544,32,1,Yes,25.56,40,Salary,Human Resources,Female,Single,3,19.0,Mailed Check,Yes,53164.8,67.0,"(0.051, 95.9]"
2545,49,5,No,65.46,40,Salary,Healthcare,Female,Divorced,4,5.0,Mailed Check,Yes,136156.8,47.0,"(0.051, 95.9]"
2546,54,15,Yes,93.79,40,Salary,Laboratory,Male,Divorced,9,15.0,Mailed Check,Yes,335083.2,42.0,"(0.051, 95.9]"
2547,61,18,No,78.34,40,Salary,Human Resources,Male,Divorced,5,12.0,Mailed Check,Yes,162947.2,75.0,"(0.051, 95.9]"
2548,40,5,No,28.25,40,Salary,Manufacturing,Female,Single,9,15.0,Mailed Check,Yes,58760.0,58.0,"(0.051, 95.9]"
2549,42,10,No,76.55,40,Salary,Laboratory,Female,Single,4,15.0,Mailed Check,Yes,159224.0,32.0,"(0.051, 95.9]"
2550,56,20,No,38.15,40,Salary,Research,Male,Single,2,17.0,Mailed Check,Yes,79352.0,35.0,"(0.051, 95.9]"
2551,49,20,No,92.65,40,Salary,Research,Male,Divorced,1,15.0,Mailed Check,Yes,332712.0,250.0,"(190.8, 285.7]"
2552,43,5,No,55.28,40,Salary,Sales,Male,Divorced,7,15.0,Mailed Check,Yes,114982.4,250.0,"(190.8, 285.7]"
2553,60,11,No,92.67,40,Salary,Information Technology,Female,Divorced,3,15.0,Direct Deposit,Yes,332753.6,88.0,"(0.051, 95.9]"
2554,53,8,No,53.85,40,Salary,Sales,Female,Single,6,5.0,Mailed Check,Yes,112008.0,42.0,"(0.051, 95.9]"
2555,25,3,Yes,20.27,40,Salary,Sales,Female,Single,1,23.0,Mailed Check,Yes,42161.6,60.0,"(0.051, 95.9]"
2556,51,17,Yes,73.45,40,Salary,Research,Female,Divorced,3,20.0,Mailed Check,Yes,152776.0,41.0,"(0.051, 95.9]"
2557,34,1,No,25.26,40,Salary,Research,Male,Married,2,15.0,Mailed Check,Yes,52540.8,21.0,"(0.051, 95.9]"
2558,56,13,Yes,71.63,40,Salary,Marketing,Female,Single,5,11.0,Direct Deposit,Yes,148990.4,72.0,"(0.051, 95.9]"
2559,44,13,No,50.27,40,Salary,Information Technology,Female,Married,9,7.0,Mailed Check,Yes,104561.6,5.0,"(0.051, 95.9]"
2560,44,8,No,85.16,40,Salary,Research,Female,Divorced,5,23.0,Mailed Check,Yes,177132.8,42.0,"(0.051, 95.9]"
2561,40,6,No,39.28,40,Salary,Laboratory,Male,Single,7,8.0,Mailed Check,Yes,81494.4,68.0,"(0.051, 95.9]"
2562,60,11,No,78.43,40,Salary,Human Resources,Female,Single,4,24.0,Mailed Check,Yes,163134.4,68.0,"(0.051, 95.9]"
2563,49,7,Yes,89.71,40,Salary,Sales,Female,Divorced,2,23.0,Mailed Check,Yes,286596.8,35.0,"(0.051, 95.9]"
2564,37,7,No,88.49,40,Salary,Information Technology,Female,Single,1,6.0,Mailed Check,Yes,284059.2,33.0,"(0.051, 95.9]"
2565,61,18,No,74.89,40,Salary,Healthcare,Female,Divorced,5,9.0,Mailed Check,Yes,155771.2,45.0,"(0.051, 95.9]"
2566,53,8,Yes,32.23,40,Salary,Research,Male,Divorced,5,6.0,Mailed Check,Yes,67038.4,72.0,"(0.051, 95.9]"
2567,34,6,Yes,27.23,40,Salary,Information Technology,Female,Single,6,15.0,Direct Deposit,Yes,56638.4,42.0,"(0.051, 95.9]"
2568,60,15,Yes,33.56,40,Salary,Human Resources,Male,Married,5,21.0,Mailed Check,Yes,69804.8,63.0,"(0.051, 95.9]"
2569,37,6,No,64.11,40,Salary,Healthcare,Male,Divorced,5,15.0,Mailed Check,Yes,133348.8,80.0,"(0.051, 95.9]"
2570,42,4,No,49.62,40,Salary,Information Technology,Male,Married,2,25.0,Mailed Check,Yes,103209.6,4.0,"(0.051, 95.9]"
2571,39,5,No,45.31,40,Salary,Research,Female,Married,6,15.0,Mailed Check,Yes,94244.8,88.0,"(0.051, 95.9]"
2572,61,12,No,78.99,40,Salary,Human Resources,Female,Married,5,11.0,Mailed Check,Yes,164299.2,42.0,"(0.051, 95.9]"
2573,40,7,No,42.28,40,Salary,Information Technology,Male,Single,4,7.0,Mailed Check,Yes,87734.4,69.0,"(0.051, 95.9]"
2574,33,10,Yes,26.35,40,Salary,Laboratory,Male,Married,2,21.0,Mailed Check,Yes,54808.0,22.0,"(0.051, 95.9]"
2575,37,5,No,85.49,40,Salary,Information Technology,Female,Divorced,4,13.0,Mailed Check,Yes,177833.2,17.0,"(0.051, 95.9]"
2576,26,3,No,21.94,40,Salary,Information Technology,Female,Married,1,23.0,Mailed Check,Yes,45635.2,73.0,"(0.051, 95.9]"
2577,43,6,Yes,82.05,40,Salary,Research,Female,Married,9,12.0,Direct Deposit,Yes,170664.0,59.0,"(0.051, 95.9]"
2578,24,1,Yes,21.73,40,Salary,Sales,Male,Married,2,12.0,Mailed Check,Yes,45338.4,71.0,"(0.051, 95.9]"
2579,59,18,No,96.08,40,Salary,Sales,Female,Married,5,15.0,Mailed Check,Yes,339160.0,66.0,"(0.051, 95.9]"
2580,29,5,No,23.6,40,Salary,Marketing,Female,Divorced,1,11.0,Mailed Check,Yes,49088.0,250.0,"(190.8, 285.7]"
2581,54,13,No,68.08,40,Salary,Human Resources,Female,Married,9,15.0,Mailed Check,Yes,141606.4,49.0,"(0.051, 95.9]"
2582,39,7,No,93.16,40,Salary,Sales,Female,Divorced,6,15.0,Mailed Check,Yes,333772.8,42.0,"(0.051, 95.9]"
2583,37,6,Yes,34.85,40,Salary,Sales,Female,Single,3,8.0,Mailed Check,Yes,72488.0,38.0,"(0.051, 95.9]"
2584,58,17,No,81.07,40,Salary,Human Resources,Male,Divorced,3,23.0,Mailed Check,Yes,168625.6,42.0,"(0.051, 95.9]"
2585,49,7,No,34.75,40,Salary,Sales,Female,Single,6,6.0,Direct Deposit,Yes,72280.0,35.0,"(0.051, 95.9]"
2586,41,10,No,54.64,40,Salary,Human Resources,Female,Divorced,9,15.0,Mailed Check,Yes,113651.2,83.0,"(0.051, 95.9]"
2587,49,5,No,53.66,40,Salary,Information Technology,Female,Single,8,21.0,Mailed Check,Yes,111612.8,77.0,"(0.051, 95.9]"
2588,24,1,Yes,17.7,40,Salary,Sales,Female,Married,3,24.0,Mailed Check,Yes,36816.0,42.0,"(0.051, 95.9]"
2589,53,8,No,47.4,40,Salary,Research,Male,Single,3,15.0,Mailed Check,Yes,98592.0,20.0,"(0.051, 95.9]"
2590,41,3,Yes,44.98,40,Salary,Sales,Male,Married,2,5.0,Mailed Check,Yes,93558.4,16.0,"(0.051, 95.9]"
2591,61,11,No,36.15,40,Salary,Sales,Female,Divorced,6,15.0,Direct Deposit,Yes,75332.0,42.0,"(0.051, 95.9]"
2592,40,10,No,42.66,40,Salary,Sales,Female,Divorced,4,17.0,Mailed Check,Yes,88732.8,45.0,"(0.051, 95.9]"
2593,41,9,No,48.48,40,Salary,Information Technology,Male,Divorced,8,21.0,Mailed Check,Yes,100838.4,250.0,"(190.8, 285.7]"
2594,41,9,No,82.83,40,Salary,Research,Female,Divorced,1,5.0,Mailed Check,Yes,172286.4,32.0,"(0.051, 95.9]"
2595,56,9,Yes,46.35,40,Salary,Sales,Male,Divorced,1,5.0,Direct Deposit,Yes,96408.0,26.0,"(0.051, 95.9]"
2596,21,1,Yes,20.63,40,Salary,Marketing,Female,Married,3,22.0,Direct Deposit,Yes,42910.4,42.0,"(0.051, 95.9]"
2597,53,20,No,34.84,40,Salary,Human Resources,Female,Single,5,9.0,Mailed Check,Yes,72467.2,42.0,"(0.051, 95.9]"
2598,53,11,Yes,63.09,40,Salary,Manufacturing,Female,Divorced,3,11.0,Mailed Check,Yes,131227.2,42.0,"(0.051, 95.9]"
2599,31,2,No,24.94,40,Salary,Research,Male,Divorced,1,15.0,Mailed Check,Yes,52875.2,15.0,"(0.051, 95.9]"
2600,51,10,Yes,72.85,40,Salary,Marketing,Female,Divorced,7,23.0,Direct Deposit,Yes,151528.0,86.0,"(0.051, 95.9]"
2601,56,15,Yes,95.6,40,Salary,Sales,Female,Divorced,8,20.0,Mailed Check,Yes,338848.0,250.0,"(190.8, 285.7]"
2602,46,16,Yes,42.07,40,Salary,Manufacturing,Male,Divorced,5,9.0,Mailed Check,Yes,87505.6,87.0,"(0.051, 95.9]"
2603,49,17,No,81.28,40,Salary,Marketing,Female,Divorced,2,6.0,Mailed Check,Yes,169062.4,8.0,"(0.051, 95.9]"
2604,31,1,Yes,23.77,40,Salary,Human Resources,Male,Married,1,23.0,Mailed Check,Yes,49441.6,20.0,"(0.051, 95.9]"
2605,50,14,Yes,50.1,40,Salary,Information Technology,Female,Single,8,15.0,Mailed Check,Yes,104208.0,44.0,"(0.051, 95.9]"
2606,43,5,Yes,82.96,40,Salary,Marketing,Female,Single,8,15.0,Direct Deposit,Yes,172556.8,87.0,"(0.051, 95.9]"
2607,36,6,Yes,50.48,40,Salary,Human Resources,Male,Single,6,12.0,Mailed Check,Yes,104998.4,46.0,"(0.051, 95.9]"
2608,49,12,Yes,96.75,40,Salary,Marketing,Male,Divorced,6,22.0,Mailed Check,Yes,201240.0,62.0,"(0.051, 95.9]"
2609,36,6,No,73.86,40,Salary,Healthcare,Male,Divorced,2,6.0,Direct Deposit,Yes,153628.8,5.0,"(0.051, 95.9]"
2610,58,5,No,33.96,40,Salary,Sales,Male,Married,4,9.0,Mailed Check,Yes,70636.8,42.0,"(0.051, 95.9]"
2611,42,8,Yes,71.36,40,Salary,Laboratory,Female,Divorced,3,8.0,Mailed Check,Yes,148428.8,250.0,"(190.8, 285.7]"
2612,37,1,No,53.68,40,Salary,Research,Female,Married,4,15.0,Mailed Check,Yes,111654.4,89.0,"(0.051, 95.9]"
2613,35,10,Yes,26.24,40,Salary,Information Technology,Male,Divorced,6,24.0,Mailed Check,Yes,54579.2,250.0,"(190.8, 285.7]"
2614,58,13,No,35.98,40,Salary,Healthcare,Male,Single,9,11.0,Mailed Check,Yes,74838.4,24.0,"(0.051, 95.9]"
2615,46,16,Yes,37.13,40,Salary,Sales,Male,Divorced,7,6.0,Mailed Check,Yes,77230.4,81.0,"(0.051, 95.9]"
2616,40,9,Yes,90.57,40,Salary,Research,Male,Married,4,14.0,Mailed Check,Yes,288385.6,12.0,"(0.051, 95.9]"
2617,25,3,Yes,17.55,40,Salary,Marketing,Male,Married,2,24.0,Mailed Check,Yes,36504.0,24.0,"(0.051, 95.9]"
2618,46,18,Yes,55.96,40,Salary,Laboratory,Male,Married,5,15.0,Mailed Check,Yes,116396.8,5.0,"(0.051, 95.9]"
2619,31,8,No,23.79,40,Salary,Sales,Female,Divorced,1,9.0,Direct Deposit,Yes,49483.2,250.0,"(190.8, 285.7]"
2620,48,10,Yes,37.73,40,Salary,Information Technology,Male,Single,5,5.0,Direct Deposit,Yes,78478.4,1.0,"(0.051, 95.9]"
2621,61,17,No,96.2,40,Salary,Healthcare,Female,Single,9,15.0,Mailed Check,Yes,200096.0,59.0,"(0.051, 95.9]"
2622,60,12,Yes,32.17,40,Salary,Sales,Female,Divorced,4,6.0,Direct Deposit,Yes,66913.6,68.0,"(0.051, 95.9]"
2623,48,12,No,69.41,40,Salary,Sales,Female,Divorced,7,17.0,Mailed Check,Yes,144372.8,39.0,"(0.051, 95.9]"
2624,26,3,No,20.03,40,Salary,Research,Male,Married,2,21.0,Direct Deposit,Yes,41662.4,24.0,"(0.051, 95.9]"
2625,21,1,Yes,21.82,40,Salary,Research,Male,Married,1,15.0,Mailed Check,Yes,4385.6,37.0,"(0.051, 95.9]"
2626,41,2,Yes,37.4,40,Salary,Human Resources,Female,Divorced,4,9.0,Direct Deposit,Yes,77792.0,55.0,"(0.051, 95.9]"
2627,43,2,No,38.45,40,Salary,Human Resources,Female,Married,4,15.0,Mailed Check,Yes,79976.0,250.0,"(190.8, 285.7]"
2628,37,10,Yes,83.81,40,Salary,Research,Male,Divorced,1,15.0,Mailed Check,Yes,174324.8,31.0,"(0.051, 95.9]"
